oportunidade;empresa;data_criacao;data_envio_proposta;data_fechada;data_ultima_modificacao;valor;fase_comercial;nova_venda;finalidade;origem;departamento;motivo_perdido;tipo_venda;erp;pagamento;produto;sku;quantidade;vendedor
955044;Empresa 2997;18/04/2022;18/04/2022;;02/05/2022;34000;Congelada;NV - 0021778;Uso e consumo;;ELETRONICOS (TVs);;Cotação;;Boleto;Itens diversos;0;10;Vendedor C
955076;Empresa 3003;18/04/2022;18/04/2022;;05/05/2022;1914.98;Congelada;NV - 0021784;Uso e consumo;;ELETRONICOS (TVs);;Cotação;;Faturado;;0;;Vendedor F
955078;Empresa 3025;18/04/2022;18/04/2022;;04/05/2022;33385.23;Congelada;NV - 0021787;Uso e consumo;;TELEFONIA;;Cotação;;Boleto;Smartphone Samsung Galaxy A03 Core 32GB 4G Wi-Fi Tela 6.5'' Dual Chip 2GB RAM Câmera 8MP + Selfie 5MP - Preto;4342102701;53;Vendedor C
955112;Empresa 3026;18/04/2022;18/04/2022;20/04/2022;20/04/2022;37768.5;Projeto em andamento;NV - 0021789;Uso e consumo;;TELEFONIA;;Cotação;;Cartão de Crédito;Smartphone Samsung Galaxy A12 64GB 4G Wi-Fi Tela 6.5'' Dual Chip 4GB RAM Câmera Quádrupla + Selfie 8MP - Vermelho;2655733660;35;Vendedor K
955139;Empresa 3027;18/04/2022;18/04/2022;;02/05/2022;10111.5;Congelada;NV - 0021793;Uso e consumo;;TELEFONIA;;Cotação;;Boleto;Smartphone Realme C11 2021;4342102701;15;Vendedor C
955134;Empresa 108;18/04/2022;18/04/2022;;28/04/2022;3239.99;Congelada;NV - 0021792;Uso e consumo;;ELETRONICOS (TVs);;Cotação;;Faturado;1 Smart TV LED 55” LG;3280464781;1;Vendedor R
955756;Empresa 3028;19/04/2022;18/04/2022;19/04/2022;29/07/2022;1600;Fechada e Ganha;NV - 0021873;Uso e consumo;Caixa Off;VALE PRESENTE;;Cotação;;Faturado;100 Vales de livros;2982441322;100;Vendedor R
955299;Empresa 357;18/04/2022;18/04/2022;18/04/2022;12/07/2022;7199.09;Projeto em andamento;NV - 0021818;Uso e consumo;;TABLETS;;Cotação;;;"1 iPad Air 10,9"" Apple (Wi-Fi + Cellular) 64GB Cinza-espacial";2070713962;1;Vendedor K
955322;Empresa 3029;18/04/2022;18/04/2022;18/04/2022;18/04/2022;80195.2;Projeto em andamento;NV - 0021822;Uso e consumo;;PCS;;Cotação;;Boleto;Dock Station Universal Dell D6000S;4100419706;64;Vendedor C
955358;Empresa 3030;18/04/2022;18/04/2022;;10/10/2022;11999.9;Fechada e Perdida;NV - 0021825;Revenda;;ELETRONICOS (TVs);Cliente - Desistência da compra;Cotação;;Boleto;TV LED 39'' Philco PTV39G50D Resolução HD e Recepção Digital - Preto;1695817681;10;Vendedor G
953228;Empresa 427;11/04/2022;19/04/2022;13/05/2022;13/05/2022;2689.09;Projeto em andamento;NV - 0021571;Uso e consumo;;TELEFONIA;;Cotação;;;Smartphone Samsung Galaxy A72 128GB 4G Wi-Fi Tela 6.7'' Dual Chip 6GB;2937116395;1;Vendedor F
953062;Empresa 554;11/04/2022;19/04/2022;;22/04/2022;6599.98;Congelada;NV - 0021541;;;ELETRONICOS (TVs);;Cotação;;;"Samsung Smart TV 43"" QLED 4K The Frame 2021 43LS03A Design Slim Suporte de parede Slim incluso Única Conexão Molduras customizáveis Modo Arte";3060872839;2;Vendedor F
950627;Empresa 3031;04/04/2022;19/04/2022;;28/04/2022;14879.95;Congelada;NV - 0021338;Uso e consumo;;CLIMATIZAÇÃO;;Cotação;;;Ar Condicionado Split Inverter Philco 24000 BTUs PAC24000IFM9W - 220v;2538817485;4;Vendedor F
950627;Empresa 3031;04/04/2022;19/04/2022;;28/04/2022;1779.98;Congelada;NV - 0021893;Uso e consumo;;CLIMATIZAÇÃO;;Cotação;;;Ar Condicionado Split Inverter Philco 9000 BTUs PAC9000ITFM9W - 220v;2189095031;1;Vendedor F
950627;Empresa 3031;04/04/2022;19/04/2022;;28/04/2022;513.98;Congelada;NV - 0021899;Uso e consumo;;CLIMATIZAÇÃO;;Cotação;;;Forno micro-ondas Electrolux MTD30 20 litros 110v;119757801;1;Vendedor F
950627;Empresa 3031;04/04/2022;19/04/2022;;28/04/2022;670.48;Congelada;NV - 0021894;Uso e consumo;;CLIMATIZAÇÃO;;Cotação;;;Caixa de Som Bluetooth FLIP 5 JBL 20W Classificação IPX7 À prova d¿águ...;2032224404;1;Vendedor F
950627;Empresa 3031;04/04/2022;19/04/2022;;28/04/2022;2054.03;Congelada;NV - 0021895;Uso e consumo;;CLIMATIZAÇÃO;;Cotação;;;Samsung Smart TV LED 40'' Tizen FHD 40T5300 2020 com WIFI HDR;1704351010;1;Vendedor F
950627;Empresa 3031;04/04/2022;19/04/2022;;28/04/2022;187.11;Congelada;NV - 0021900;Uso e consumo;;CLIMATIZAÇÃO;;Cotação;;;Torradeira French Toast Inox 127v;129668845;1;Vendedor F
950627;Empresa 3031;04/04/2022;19/04/2022;;28/04/2022;2204.98;Congelada;NV - 0021896;Uso e consumo;;CLIMATIZAÇÃO;;Cotação;;;Geladeira Consul Cycle Defrost Duplex CRD37EB 334 litros com Freezer;110267822;1;Vendedor F
950627;Empresa 3031;04/04/2022;19/04/2022;;28/04/2022;356.65;Congelada;NV - 0021897;Uso e consumo;;CLIMATIZAÇÃO;;Cotação;;;Grill Sapore 1500 GRL500 Cadence -127;120647204;1;Vendedor F
950627;Empresa 3031;04/04/2022;19/04/2022;;28/04/2022;183.88;Congelada;NV - 0021898;Uso e consumo;;CLIMATIZAÇÃO;;Cotação;;;Chaleira Elétrica Cadence Control CEL850 1,8l Inox - 127v;2264551631;1;Vendedor F
950627;Empresa 3031;04/04/2022;19/04/2022;;28/04/2022;272.57;Congelada;NV - 0021901;Uso e consumo;;CLIMATIZAÇÃO;;Cotação;;;Mixer Delight Oster Fpsthb2615u 127 Volts Branco;129071504;1;Vendedor F
957294;Empresa 3032;25/04/2022;19/04/2022;;10/10/2022;9999.75;Fechada e Perdida;NV - 0022015;Revenda;;CONSOLES & GAMES;Cliente - Desistência da compra;Cotação;;Boleto;Controle Dualsense PlayStation®5 - PS5;1838060841;25;Vendedor G
957288;Empresa 3033;25/04/2022;19/04/2022;;10/10/2022;26599.9;Fechada e Perdida;NV - 0022013;Revenda;;AUDIO;Cliente - Desistência da compra;Cotação;;Boleto;Caixa de Som Bluetooth JBL Boombox 2 Preta com Classificação IPX7 A Prova D'água e até 24 horas de Bateria;2509665224;10;Vendedor G
957309;Empresa 2727;25/04/2022;19/04/2022;;10/10/2022;27990;Fechada e Perdida;NV - 0022017;Revenda;;TELEFONIA;Cliente - Desistência da compra;Cotação;;Boleto;Smartphone Samsung Galaxy S21 128GB 5G Wi-Fi Tela 6.2'' Dual Chip 8GB RAM Câmera Tripla + Selfie 10MP - Cinza;2875240402;10;Vendedor G
957309;Empresa 2727;25/04/2022;19/04/2022;;10/10/2022;40340.5;Fechada e Perdida;NV - 0022018;Revenda;;TELEFONIA;Cliente - Desistência da compra;Cotação;;Boleto;"iPhone 11 Apple (128GB) Preto tela 6,1"" Câmera 12MP iOS";1611318026;10;Vendedor G
957302;Empresa 2862;25/04/2022;19/04/2022;26/04/2022;26/04/2022;107991;Congelada;NV - 0022016;Revenda;;TELEFONIA;;Cotação;;Faturado;Apple iPhone 13 Pro Max 512GB iOS 5G Wi-Fi Tela 6.7'' Câmera Tripla 12MP + Sensor LiDAR - Dourado;3919412377;10;Vendedor G
951105;Empresa 3034;05/04/2022;19/04/2022;;12/05/2022;5414.05;Fechada e Perdida;NV - 0021387;Uso e consumo;;INFORMÁTICA E ACESSÓRIOS;Cliente - Desistência da compra;Cotação;;;iPhone 13 Apple 128GB iOS 5G Wi-Fi Tela 6.1'' Câmera Dupla 12MP - Estelar;4864628698;1;Vendedor F
954052;Empresa 3035;13/04/2022;19/04/2022;25/04/2022;25/04/2022;47521.74;Projeto em andamento;NV - 0021695;Uso e consumo;;TABLETS;;Cotação;;Boleto;"Tablet Samsung Galaxy A8 64GB Wi-Fi 4G Tela 10.5"" Android Octa-Core - Cinza";4638018613;25;Vendedor B
955907;Empresa 3036;19/04/2022;19/04/2022;;05/05/2022;9818.25;Congelada;NV - 0021910;Uso e consumo;;TELEFONIA;;Cotação;;Faturado;Smartphone Samsung Galaxy A03 Core 32GB 4G Wi-Fi Tela 6.5'' Dual Chip 2GB RAM Câmera 8MP + Selfie 5MP - Preto;4342102701;15;Vendedor E
955916;Empresa 108;19/04/2022;19/04/2022;;28/04/2022;1729.98;Congelada;NV - 0021919;Uso e consumo;;CLIMATIZAÇÃO;;Cotação;;Faturado;;2189095031;1;Vendedor R
955922;Empresa 3037;19/04/2022;19/04/2022;;04/05/2022;26990;Congelada;NV - 0021920;Uso e consumo;;TELEFONIA;;Cotação;;Boleto;Smartphone Samsung Galaxy S20 Fe 256GB 4G Wi-Fi Tela 6.5'' Dual Chip 8GB RAM Câmera Tripla + Selfie 32MP - Cloud Navy;3234384271;10;Vendedor C
955898;Empresa 3038;19/04/2022;19/04/2022;;27/04/2022;10446.49;Congelada;NV - 0021905;Uso e consumo;;LIVROS;;Cotação;;Boleto;Livro - Pai Rico, Pai Pobre - Edição de 20 Anos Atualizado e Ampliado;132341907;335;Vendedor K
955898;Empresa 3038;19/04/2022;19/04/2022;;27/04/2022;11996;Congelada;NV - 0021906;Uso e consumo;;LIVROS;;Cotação;;Boleto;Livro - Os segredos da mente milionária;5576284;400;Vendedor K
955262;Empresa 129;18/04/2022;19/04/2022;;25/04/2022;122944.59;Congelada;NV - 0021807;Uso e consumo;;INFORMÁTICA E ACESSÓRIOS;;Cotação;;Faturado;"Tablet Samsung Galaxy A8 64GB Wi-Fi 4G Tela 10.5"" Android";3420573366;60;Vendedor C
955247;Empresa 385;18/04/2022;19/04/2022;;25/04/2022;9980.72;Congelada;NV - 0021806;Uso e consumo;;TELEFONIA;;Cotação;;;"iPad Pro 11"" Apple M1 Wi-Fi + Cellular 128GB - Cinza-espacial";3205000493;1;Vendedor F
955247;Empresa 385;18/04/2022;19/04/2022;;25/04/2022;8540.1;Congelada;NV - 0021853;Uso e consumo;;TELEFONIA;;Cotação;;;Apple iPhone 13 Pro Max 256GB iOS 5G Wi-Fi Tela 6.7'' Câmera Tripla 12MP + Sensor LiDAR - Grafite;3919413572;1;Vendedor F
955054;Empresa 525;18/04/2022;19/04/2022;19/04/2022;19/04/2022;493.99;Projeto em andamento;NV - 0021779;Uso e consumo;;ELETRODOMESTICOS;;Cotação;;Faturado;Forno micro-ondas Electrolux MTD30 20 litros 220v;119757799;1;Vendedor C
955094;Empresa 3039;18/04/2022;19/04/2022;;10/05/2022;44999.85;Fechada e Perdida;NV - 0021788;Uso e consumo;;ELETRONICOS (TVs);B2W - Limite de Crédito;Cotação;;Boleto;"Smart TV 50"" UHD Samsung 4k 50AU7700 Processador Crystal 4k Tela Sem Limites Visual Livre de Cabos Alexa Built In";3069506190;15;Vendedor F
955157;Empresa 729;18/04/2022;19/04/2022;22/04/2022;22/04/2022;11969.04;Projeto em andamento;NV - 0021794;Uso e consumo;;TABLETS;;Cotação;;;"iPad Pro 12,9"" Apple (Wi-Fi) 1TB Cinza-espacial";1610209725;1;Vendedor F
955716;Empresa 299;19/04/2022;19/04/2022;;02/05/2022;8891.94;Fechada e Perdida;NV - 0021870;Uso e consumo;;ELETRONICOS (TVs);;Cotação;;Faturado;"Smart TV Philips Android 55"" 4k 55pug7406/78, Google Assistant, Comando De Voz, Dolby Vision/atmos, Vrr/allm, Bluetooth";4600479334;3;Vendedor X
955716;Empresa 299;19/04/2022;19/04/2022;;02/05/2022;1129.98;Fechada e Perdida;NV - 0021871;Uso e consumo;;ELETRONICOS (TVs);;Cotação;;Faturado;TV LED 32'' Philco PTV32G50D HD com Conversor e Receptor Digital 2 HDMI 1 USB - Preto;134574798;1;Vendedor X
955348;Empresa 2334;18/04/2022;19/04/2022;;26/04/2022;2156.88;Congelada;NV - 0021823;Uso e consumo;;AUDIO;;Cotação;;Faturado;Google Nest Mini 2ª Geração: Smart Speaker com Google Assistente - Carvão;470043531;11;Vendedor C
955401;Empresa 3040;18/04/2022;19/04/2022;26/04/2022;02/05/2022;1938.3;Projeto em andamento;NV - 0021841;Uso e consumo;;BEBIDAS;;Cotação;;Boleto;Squeeze Alumínio 650 ml;0;27;Vendedor C
955437;Empresa 3041;18/04/2022;19/04/2022;;28/04/2022;18180.89;Congelada;NV - 0021848;Uso e consumo;;ELETRONICOS (TVs);;Cotação;;Boleto;Smart TV AOC Roku LED 43'' 43S5195/78 com Wi-Fi Full HD 3 HDMI 1 USB com Controle Remoto com atalhos Roku Mobile Miracast,;1515649360;10;Vendedor F
955437;Empresa 3041;18/04/2022;19/04/2022;;28/04/2022;67924.89;Congelada;NV - 0021849;Uso e consumo;;ELETRONICOS (TVs);;Cotação;;Boleto;Geladeira/Refrigerador French Door Electrolux 579l Dm84x Inox 220v;133233182;10;Vendedor F
955439;Empresa 3042;18/04/2022;19/04/2022;;29/04/2022;6648.08;Congelada;NV - 0021850;Uso e consumo;;ELETRONICOS (TVs);;Cotação;;;"Smart TV 55"" Crystal UHD Samsung 4k 55AU8000 Painel Dynamic Crystal";3069509753;2;Vendedor F
938164;Empresa 2256;08/03/2022;20/04/2022;;20/04/2022;800;Congelada;NV - 0020247;Uso e consumo;;INFORMÁTICA E ACESSÓRIOS;;Cotação;;Faturado;5 unidades de CARTÃO MICRO SD de 128Gb.;0;5;Vendedor K
941526;Empresa 2697;16/03/2022;20/04/2022;;20/04/2022;6750;Congelada;NV - 0020525;Uso e consumo;;TELEFONIA;;Cotação;;Faturado;;0;;Vendedor K
953150;Empresa 2524;11/04/2022;20/04/2022;;20/04/2022;11000;Congelada;NV - 0021553;Uso e consumo;;INFORMÁTICA E ACESSÓRIOS;;Cotação;;;;0;;Vendedor K
941561;Empresa 2277;16/03/2022;20/04/2022;;20/04/2022;2500;Congelada;NV - 0020528;Uso e consumo;;ELETRONICOS (TVs);;Cotação;;;"Smart TV Crystal UHD 4K LED 75"" Samsung";0;1;Vendedor K
953211;Empresa 2885;11/04/2022;20/04/2022;;27/04/2022;45450.74;Congelada;NV - 0021569;Uso e consumo;;ELETRONICOS (TVs);;Cotação;;;Smart TV AOC Roku LED 43'' 43S5195/78 com Wi-Fi Full HD 3 HDMI 1;1515649360;25;Vendedor K
938206;Empresa 3043;08/03/2022;20/04/2022;;20/04/2022;4184.07;Congelada;NV - 0020255;Uso e consumo;;TELEFONIA;;Cotação;;Faturado;"iPhone 11 Apple (128GB) Preto tela 6,1"" Câmera 12MP iOS";1611318026;1;Vendedor K
936619;Empresa 3044;22/02/2022;20/04/2022;;20/04/2022;7000;Congelada;NV - 0019987;Uso e consumo;;TABLETS;;Cotação;;Faturado;27 Tablets Galaxy Tab A8” Wi-fi;0;27;Vendedor K
941671;Empresa 881;16/03/2022;20/04/2022;;20/04/2022;2000;Congelada;NV - 0020541;Uso e consumo;;INFORMÁTICA E ACESSÓRIOS;;Cotação;;;Camera;0;1;Vendedor K
941670;Empresa 2657;16/03/2022;20/04/2022;;25/04/2022;2500;Congelada;NV - 0020540;Uso e consumo;;TELEFONIA;;Cotação;;;telefone;0;1;Vendedor F
953069;Empresa 3045;11/04/2022;20/04/2022;;20/04/2022;1200;Congelada;NV - 0021542;Uso e consumo;;ALIMENTOS;;Cotação;;;Ovos de pascoa;0;;Vendedor K
953574;Empresa 3046;12/04/2022;20/04/2022;;25/04/2022;1699.99;Congelada;NV - 0021621;Uso e consumo;;ELETRONICOS (TVs);;Cotação;;;Smart TV LED 32'' Samsung Tizen HD 32T4300 2020 - WIFI, HDR para Brilho e Contraste com Plataforma Tizen 2 HDMI 1 USB - Preta;1618074503;1;Vendedor K
947857;Empresa 2810;28/03/2022;20/04/2022;;20/04/2022;40000;Congelada;NV - 0021074;Uso e consumo;;ELETRODOMESTICOS;;Cotação;;;;0;;Vendedor K
938349;Empresa 99;09/03/2022;20/04/2022;;20/04/2022;500;Congelada;NV - 0020274;Uso e consumo;;UTILIDADES DOMESTICAS;;Cotação;;;Diversos;0;1;Vendedor K
953269;Empresa 99;11/04/2022;20/04/2022;;20/04/2022;3000;Congelada;NV - 0021574;;;ELETRODOMESTICOS;;Cotação;;;;0;;Vendedor K
953287;Empresa 1234;11/04/2022;20/04/2022;;26/04/2022;35156.39;Congelada;NV - 0021582;Uso e consumo;;TABLETS;;Cotação;;Boleto;"Tablet Samsung Galaxy Tab S7 FE 128GB 4G Tela 12.4"" Android Octa-Core - Prata";3420720389;10;Vendedor B
953299;Empresa 3047;11/04/2022;20/04/2022;;20/04/2022;7990;Congelada;NV - 0021585;Uso e consumo;;ALIMENTOS;;Cotação;;Boleto;Caixa de Bombom Garoto 250g;1417116105;1000;Vendedor K
956288;Empresa 124;20/04/2022;20/04/2022;22/04/2022;29/07/2022;130.98;Fechada e Ganha;NV - 0021976;Uso e consumo;Caixa Off;ELETRONICOS (TVs);;Cotação;;Faturado;Suporte Articulado de parede para TVs;112119524;1;Vendedor R
956262;Empresa 3048;20/04/2022;20/04/2022;;02/05/2022;26774.99;Congelada;NV - 0021966;Uso e consumo;;TABLETS;;Cotação;;Boleto;Tablet Samsung Galaxy A7 Lite 4g 32GB 3GB RAM SM-T225NZAPZTO;3420573366;25;Vendedor E
956302;Empresa 3049;20/04/2022;20/04/2022;;04/05/2022;24291;Congelada;NV - 0021980;Uso e consumo;;TELEFONIA;;Cotação;;Boleto;Smartphone Moto G71 128GB 5G Wi-Fi Tela 6.4'' Dual Chip 6GB RAM Câmera Tripla + Selfie 16MP - Verde;4679622551;10;Vendedor C
937456;Empresa 1001;07/03/2022;20/04/2022;;20/04/2022;600;Congelada;NV - 0020225;Uso e consumo;;ELETRODOMESTICOS;;Cotação;;;Microondas;0;1;Vendedor K
952419;Empresa 2597;08/04/2022;20/04/2022;20/04/2022;20/04/2022;54119.45;Projeto em andamento;NV - 0021506;Uso e consumo;;TELEFONIA;;Cotação;;Faturado;;0;24;Vendedor B
946699;Empresa 3050;25/03/2022;20/04/2022;;20/04/2022;34000;Congelada;NV - 0020978;Uso e consumo;;ELETRONICOS (TVs);;Cotação;;Faturado;17 Smart TV Roku 32 +2 TVS 43 toshiba + 2 TVS 43 LG;3805075131;;Vendedor K
953428;Empresa 99;12/04/2022;20/04/2022;;20/04/2022;6000;Congelada;NV - 0021590;Uso e consumo;;ELETRODOMESTICOS;;Cotação;;;;0;;Vendedor K
953499;Empresa 729;12/04/2022;20/04/2022;;03/05/2022;4599.99;Congelada;NV - 0021605;Uso e consumo;;ELETRONICOS (TVs);;Cotação;;;Smart TV 70'' Philips 70PUG7625/78 4K UHD P5 HDR10+ Dolby Vision Atmos Bluetooth WiFi Preto Bordas Ultrafinas;2737032218;1;Vendedor K
937259;Empresa 115;07/03/2022;20/04/2022;;20/04/2022;3000;Congelada;NV - 0020203;Uso e consumo;;ELETRONICOS (TVs);;Cotação;;Faturado;"01 UND - SMART TV LED 4K 50""";0;1;Vendedor K
952569;Empresa 3051;08/04/2022;20/04/2022;;20/04/2022;23028.99;Congelada;NV - 0021527;Uso e consumo;;MALAS, MOCHILAS E ACESSÓRIOS;;Cotação;;Boleto;"Mochila Dell Pro - 15,6""";1564540918;100;Vendedor K
937636;Empresa 2227;07/03/2022;20/04/2022;;20/04/2022;2000;Congelada;NV - 0020232;Uso e consumo;;INFORMÁTICA E ACESSÓRIOS;;Cotação;;Faturado;NOBREAK NHS;0;2;Vendedor K
937350;Empresa 4;07/03/2022;20/04/2022;;20/04/2022;5000;Congelada;NV - 0020217;Uso e consumo;;TELEFONIA;;Cotação;;Faturado;Iphone;0;1;Vendedor K
937363;Empresa 99;07/03/2022;20/04/2022;;20/04/2022;1300;Congelada;NV - 0020220;Uso e consumo;;ELETRONICOS (TVs);;Cotação;;Faturado;;0;;Vendedor K
937387;Empresa 3010;07/03/2022;20/04/2022;;20/04/2022;11000;Congelada;NV - 0020222;Uso e consumo;;INFORMÁTICA E ACESSÓRIOS;;Cotação;;;Diversos;0;10;Vendedor K
953422;Empresa 328;12/04/2022;20/04/2022;17/05/2022;17/05/2022;7552.4;Projeto em andamento;NV - 0021589;Uso e consumo;;ELETRODOMESTICOS;;Cotação;;;Forno Micro-ondas Electrolux Mi41s Silver 31 Litros 220v;129701887;10;Vendedor K
939158;Empresa 3052;11/03/2022;20/04/2022;;20/04/2022;15000;Congelada;NV - 0020360;Uso e consumo;;INFORMÁTICA E ACESSÓRIOS;;Cotação;;;Computador gamer - PCS.0018/2022;0;1;Vendedor K
957914;Empresa 923;26/04/2022;20/04/2022;19/05/2022;19/05/2022;255515;Congelada;NV - 0022084;Revenda;;TABLETS;;Cotação;;Boleto;Tablet Samsung Galaxy A7 Lite Wifi 32GB 3GB RAM SM-T220NZAPZTO;3420573041;250;Vendedor G
957908;Empresa 3053;26/04/2022;20/04/2022;;10/10/2022;31349.9;Fechada e Perdida;NV - 0022081;Revenda;;TELEFONIA;Cliente - Desistência da compra;Cotação;;Boleto;Geladeira Consul Frost Free Duplex CRM56 450L Espaço Flex Branca com Painel Eletrônico Externo - 220v;3144925723;10;Vendedor G
939209;Empresa 364;11/03/2022;20/04/2022;;20/04/2022;200;Congelada;NV - 0020367;Uso e consumo;;ELETROPORTÁTEIS;;Cotação;;;Cafeteira;0;1;Vendedor K
957916;Empresa 817;26/04/2022;20/04/2022;;10/10/2022;9891;Fechada e Perdida;NV - 0022086;Revenda;;TELEFONIA;Cliente - Desistência da compra;Cotação;;Boleto;Smartphone Samsung Galaxy A12 64GB 4G Wi-Fi Tela 6.5'' Dual Chip 4GB RAM Câmera Quádrupla + Selfie 8MP - Azul;3586826571;10;Vendedor G
939248;Empresa 715;11/03/2022;20/04/2022;;20/04/2022;2500;Congelada;NV - 0020373;Uso e consumo;;TELEFONIA;;Cotação;;;Telefone;0;1;Vendedor K
951241;Empresa 115;05/04/2022;20/04/2022;;20/04/2022;32000;Congelada;NV - 0021406;Uso e consumo;;AUDIO;;Cotação;;;;0;;Vendedor K
938777;Empresa 129;10/03/2022;20/04/2022;;20/04/2022;4716.89;Congelada;NV - 0020321;Uso e consumo;;INFORMÁTICA E ACESSÓRIOS;;Cotação;;Faturado;Projetor Epson Powerlite E20+;0;1;Vendedor K
938802;Empresa 715;10/03/2022;20/04/2022;;20/04/2022;500;Congelada;NV - 0020324;Uso e consumo;;MÓVEIS - ESCRITÓRIO;;;;;2 cadeira e caixa secretaria;0;2;Vendedor K
957874;Empresa 3054;26/04/2022;20/04/2022;19/05/2022;19/05/2022;18791;Congelada;NV - 0022074;Revenda;;"ELETRONICOS (TVs); TELEFONIA";;Cotação;;Boleto;Smartphone Moto G60 128GB 4G Wi-Fi Tela 6.8'' Dual Chip 6GB RAM Câmera Tripla + Selfie 32MP - Azul;3177003910;10;Vendedor G
957874;Empresa 3054;26/04/2022;20/04/2022;19/05/2022;19/05/2022;38999.9;Congelada;NV - 0022075;Revenda;;"ELETRONICOS (TVs); TELEFONIA";;Cotação;;Boleto;"Smart TV 65"" UHD Samsung 4k 65AU7700 Processador Crystal 4k Tela Sem Limites Visual Livre de Cabos Alexa Built In";3069510501;10;Vendedor G
957923;Empresa 3055;26/04/2022;20/04/2022;;10/10/2022;25937.7;Fechada e Perdida;NV - 0022088;Revenda;;PCS;Cliente - Desistência da compra;Cotação;;Boleto;"Notebook Dell Inspiron I15-3501-A10P Intel Pentium Gold-7505 4GB 128GB W10 HD 15.6"" Preto";3251385620;10;Vendedor G
957923;Empresa 3055;26/04/2022;20/04/2022;;10/10/2022;9891;Fechada e Perdida;NV - 0022089;Revenda;;PCS;Cliente - Desistência da compra;Cotação;;Boleto;Smartphone Samsung Galaxy A12 64GB 4G Wi-Fi Tela 6.5'' Dual Chip 4GB RAM Câmera Quádrupla + Selfie 8MP - Azul;3586826571;10;Vendedor G
948923;Empresa 99;30/03/2022;20/04/2022;;20/04/2022;500;Congelada;NV - 0021175;Uso e consumo;;ELETROPORTÁTEIS;;Cotação;;Faturado;;0;;Vendedor K
953901;Empresa 238;13/04/2022;20/04/2022;;27/04/2022;12364.3;Congelada;NV - 0021668;Uso e consumo;;"TABLETS; TELEFONIA";;Cotação;;;Smartphone Galaxy A03 64GB 4G Wi-Fi Tela 6.5'' Dual Chip 4GB RAM;4533175073;13;Vendedor K
953901;Empresa 238;13/04/2022;20/04/2022;;27/04/2022;27782.56;Congelada;NV - 0021965;Uso e consumo;;"TABLETS; TELEFONIA";;Cotação;;;Tablet Samsung Galaxy A7 Lite 4g 32GB 3GB RAM SM-T225NZAPZTO;3420573366;26;Vendedor K
948843;Empresa 3056;30/03/2022;20/04/2022;;25/05/2022;3000;Fechada e Perdida;NV - 0021161;Uso e consumo;;"ELETRODOMESTICOS; ELETROPORTÁTEIS; INFORMÁTICA E ACESSÓRIOS";Cliente - Desistência da compra;Cotação;;Faturado;;0;;Vendedor F
950789;Empresa 3057;04/04/2022;20/04/2022;;20/04/2022;32000;Congelada;NV - 0021364;Uso e consumo;;INFORMÁTICA E ACESSÓRIOS;;Cotação;;;;0;;Vendedor K
938628;Empresa 3058;09/03/2022;20/04/2022;;20/04/2022;12000;Congelada;NV - 0020306;Uso e consumo;;ELETRONICOS (TVs);;Cotação;;Faturado;;0;;Vendedor K
938906;Empresa 3059;10/03/2022;20/04/2022;;20/04/2022;1000;Congelada;NV - 0020338;Uso e consumo;;INFORMÁTICA E ACESSÓRIOS;;Cotação;;;Diversos;0;3;Vendedor K
940736;Empresa 357;15/03/2022;20/04/2022;;25/04/2022;3500;Congelada;NV - 0020449;Uso e consumo;;ELETRONICOS (TVs);;Cotação;;;TV;0;1;Vendedor K
940744;Empresa 2597;15/03/2022;20/04/2022;;20/04/2022;2500;Congelada;NV - 0020454;Uso e consumo;;ELETRONICOS (TVs);;Cotação;;;TV;0;1;Vendedor K
944858;Empresa 2249;22/03/2022;20/04/2022;;20/04/2022;40000;Congelada;NV - 0020835;Uso e consumo;;UTILIDADES DOMESTICAS;;Cotação;;;Diversos;0;;Vendedor K
954523;Empresa 4;14/04/2022;20/04/2022;25/04/2022;25/04/2022;33878.4;Projeto em andamento;NV - 0021937;Uso e consumo;;TELEFONIA;;Cotação;;Faturado;SMARTPHONE SAMSUNG GALAXY A12;2969966925;18;Vendedor C
952347;Empresa 1446;08/04/2022;20/04/2022;;20/04/2022;25620;Congelada;NV - 0021497;Uso e consumo;;TELEFONIA;;Cotação;;;;0;;Vendedor K
940861;Empresa 3060;15/03/2022;20/04/2022;;20/04/2022;13249.6;Congelada;NV - 0020469;Uso e consumo;;INFORMÁTICA E ACESSÓRIOS;;Cotação;;;50 cartao ssd;0;50;Vendedor K
