Oportunidade;Empresa;Data_criacao;Data_envio_proposta;Data_fechada;Data_última_modificação;Valor;Fase_Comercial;Nova_Venda;Finalidade;Origem;Departamento;Motivo_perdido;Tipo_venda;ERP;Pagamento;Produto;SKU;Quantidade;Vendedor
927523;EMPRESA 371;02/02/2022;;08/02/2022;22/02/2022;39999,9;Projeto em andamento;NV - 0018919;Uso e consumo;;PCS;;Cotação;;Boleto;Notebook Acer Aspire 5 Intel Core I7-10510U 8GB 512GB SSD Linux Endles...;4202016422;10;VENDEDOR B
867345;EMPRESA 73;30/09/2021;;22/09/2021;30/09/2021;7188;Projeto em andamento;NV - 0013204;Uso e consumo;;TELEFONIA;;Cotação;;Boleto;Smartphone Samsung Galaxy A02 32GB 4G Wi-Fi Tela 6.5'' Dual Chip 2GB RAM Câmera Dupla + Selfie 5MP - Vermelho;2891924716;12;VENDEDOR A
867347;EMPRESA 372;30/09/2021;;09/09/2021;30/09/2021;4745,25;Projeto em andamento;NV - 0013205;Revenda;;TELEFONIA;;Cotação;;Cartão de Crédito;Smartphone Samsung Galaxy A12 64GB 4G Wi-Fi Tela 6.5'' Dual Chip 4GB RAM Câmera Quádrupla + Selfie 8MP - Preto;2655733715;5;VENDEDOR G
943985;EMPRESA 373;21/03/2022;;;28/03/2022;405;Congelada;NV - 0020713;Uso e consumo;;ALIMENTOS;;Cotação;;Faturado;;0;;VENDEDOR E
927678;EMPRESA 374;03/02/2022;;02/02/2022;22/02/2022;11199,96;Projeto em andamento;NV - 0018928;Uso e consumo;;ELETRONICOS (TVs);;Cotação;;Boleto;"Smart TV 50"" UHD Samsung 4k 50AU7700 Processador Crystal 4k Tela Sem L...";3069506190;4;VENDEDOR B
915482;EMPRESA 375;11/01/2022;;;14/01/2022;23596;Congelada;NV - 0017627;Uso e consumo;;TELEFONIA;;Cotação;;Boleto;"iPhone 11 Apple (256GB) Preto tela 6,1"" Câmera 12MP iOS";1613970093;4;VENDEDOR B
927532;EMPRESA 376;02/02/2022;;;08/02/2022;32000;Congelada;NV - 0018922;Uso e consumo;;PCS;;Cotação;;;Ubnt Uap-ac-m-pro-br Unifi Ap Mesh Pro 2.4/5ghz;3521536193;20;VENDEDOR B
939432;EMPRESA 377;11/03/2022;;;21/03/2022;10549,99;Congelada;NV - 0020391;Uso e consumo;;ALIMENTOS;;Cotação;;Faturado;Ovo Choc 120g Topmilk;0;1200;VENDEDOR E
951437;EMPRESA 378;06/04/2022;;;08/04/2022;1259;Congelada;NV - 0021412;;;MÓVEIS - ESCRITÓRIO;;Cotação;;;;0;;VENDEDOR F
948922;EMPRESA 379;30/03/2022;;;01/04/2022;24000;Congelada;NV - 0021174;Uso e consumo;;ELETRONICOS (TVs);;Cotação;;;Smart TV LED 65” LG 65UP7750 4K UHD Wi-Fi Bluetooth HDR Inteligência Artificial Thinq Smart Magic Google Alexa;3397040528;5;VENDEDOR E
840704;EMPRESA 380;08/07/2021;;;23/07/2021;21995,96;Congelada;NV - 0010926;;;ELETRONICOS (TVs);;Cotação;;Boleto;"Cód. 3069509593 | Samsung Smart Tv 65"" Crystal Uhd 4k 65au8000, Painel Dynamic Crystal Color, Design Slim, Tela Sem Limites";;4;VENDEDOR B
856650;EMPRESA 381;23/08/2021;;;15/09/2021;69930;Congelada;NV - 0012068;;;TABLETS;;Cotação;;;"Tablet Samsung Galaxy A T290 32GB Tela 8"" Android Quad-Core 2GHz - Preto";160544429;70;VENDEDOR D
840999;EMPRESA 382;08/07/2021;;;23/07/2021;17955;Congelada;NV - 0010946;;;ELETROPORTÁTEIS;;Cotação;;Boleto;Cód.2570270635 | Panela De Pressão Elétrica 6L Midea Preta;;50;VENDEDOR D
944019;EMPRESA 383;21/03/2022;;;04/04/2022;14741,06;Congelada;NV - 0020716;Uso e consumo;;INFORMÁTICA E ACESSÓRIOS;;Cotação;;;MacBook Pro Apple 13,3 I;1756005493;1;VENDEDOR F
936823;EMPRESA 384;25/02/2022;;;28/03/2022;2000;Congelada;NV - 0020089;Uso e consumo;;ELETROPORTÁTEIS;;Cotação;;Faturado;;0;;VENDEDOR F
951451;EMPRESA 385;06/04/2022;;;10/05/2022;2300;Fechada e Perdida;NV - 0021416;;;ELETRONICOS (TVs);Cliente - Desistência da compra;Cotação;;;;0;;VENDEDOR F
842836;EMPRESA 386;14/07/2021;;;21/07/2021;12796;Congelada;NV - 0011073;;;INFORMÁTICA E ACESSÓRIOS;;Cotação;;;(Cód.3281214522) | Notebook Asus Core I3 Windows 10 Home 256GB SSD Tela 15,6 4GB;;4;VENDEDOR D
923574;EMPRESA 387;26/01/2022;;;08/02/2022;43960;Fechada e Perdida;NV - 0018444;Revenda;;CLIMATIZAÇÃO;;Cotação;;;Ar Condicionado Split Philco 18000 BTUs PAC18000FM9 Frio - 220v;2390276343;20;VENDEDOR B
923574;EMPRESA 387;26/01/2022;;;08/02/2022;29999,8;Fechada e Perdida;NV - 0018445;Revenda;;CLIMATIZAÇÃO;;Cotação;;;Ar Condicionado Split Britânia 12000 BTUs BAC12000TFM12 Frio - 220V;4339658784;20;VENDEDOR B
931334;EMPRESA 388;09/02/2022;;;15/02/2022;1499,99;Congelada;NV - 0019318;Uso e consumo;;ELETRONICOS (TVs);;Cotação;;;Smart TV LED 32;3775815061;1;VENDEDOR F
835482;EMPRESA 389;24/06/2021;;;06/07/2021;25641,45;Congelada;NV - 0010643;;;TELEFONIA;;Cotação;;Boleto;Quant. 9 | Cód. 2917268261 | Smartphone Motorola Moto G100 256GB 5G Wi-Fi Tela 6.7'' Dual Chip 12GB RAM Câmera Tripla + Selfie 16MP + 8MP - Luminous Sky;;9;VENDEDOR B
858924;EMPRESA 390;31/08/2021;;;13/09/2021;10197,33;Congelada;NV - 0012414;Uso e consumo;;CONSOLES & GAMES;;Cotação;;;Game Resident Evil Village Br - PS4;3161557731;39;VENDEDOR B
931354;EMPRESA 391;09/02/2022;;;14/02/2022;15282;Congelada;NV - 0019322;Uso e consumo;;TELEFONIA;;Cotação;;;Smartphone Samsung Galaxy A02 32GB 4G Wi-Fi Tela 6.5'' Dual Chip 2GB R...;2891924311;18;VENDEDOR B
927679;EMPRESA 392;03/02/2022;;;08/02/2022;12200;Congelada;NV - 0018929;Uso e consumo;;UTILIDADES DOMESTICAS;;Cotação;;;Lixeira com Pedal e Balde Brinox Decorline 12 litros;108538776;100;VENDEDOR B
931345;EMPRESA 393;09/02/2022;;;16/03/2022;10021,99;Congelada;NV - 0019319;Uso e consumo;;NÃO IDENTIFICADO -;;Cotação;;;Mácara Cirúrgica Profissional Descartável Tripla - Pacote com 20 Unida...;1706914592;1000;VENDEDOR F
931345;EMPRESA 393;09/02/2022;;;16/03/2022;19990;Congelada;NV - 0019320;Uso e consumo;;NÃO IDENTIFICADO -;;Cotação;;;Kit 10 Máscara Proteção KN95 + 50 un Mascara infantil Estrelinha c/Anv...;2729006415;1000;VENDEDOR F
931345;EMPRESA 393;09/02/2022;;;16/03/2022;17990;Congelada;NV - 0019321;Uso e consumo;;NÃO IDENTIFICADO -;;Cotação;;;Máscara Infantil Descartável Tripla Camada Com Filtro-CX 25 UN-Azul;3317999158;1000;VENDEDOR F
944030;EMPRESA 97;21/03/2022;;;05/05/2022;15000;Congelada;NV - 0020719;Uso e consumo;;ELETRODOMESTICOS;;Cotação;;;;0;;VENDEDOR E
923603;EMPRESA 394;26/01/2022;;;08/02/2022;20761,05;Fechada e Perdida;NV - 0018447;Uso e consumo;;TELEFONIA;;Cotação;;;Smartphone Motorola Moto E40 64GB 4G Wi-Fi Tela 6.5'' Dual Chip 4GB RAM Câmera Tripla + Selfie 8MP - Grafite;4120059496;15;VENDEDOR B
962709;EMPRESA 97;16/05/2022;;;30/05/2022;150;Fechada e Perdida;NV - 0022876;Uso e consumo;;INFORMÁTICA E ACESSÓRIOS;B2W - Estoque (Falta de produto);Cotação;;;cabo usb;0;2;VENDEDOR F
928005;EMPRESA 395;03/02/2022;;;08/02/2022;16789,5;Congelada;NV - 0018971;Uso e consumo;;TELEFONIA;;Cotação;;;Smartphone Samsung Galaxy A32 128GB 4G Wi-Fi Tela 6.4'' Dual Chip 4GB ...;2969966925;10;VENDEDOR B
907788;EMPRESA 396;21/12/2021;;;22/12/2021;10529,82;Congelada;NV - 0016718;Revenda;;BRINQUEDOS;;Cotação;;Boleto;Jurassic World T.rex Super Colossal 22cm - Mattel;3592393302;18;VENDEDOR B
961463;EMPRESA 97;06/05/2022;;;23/05/2022;5500;Fechada e Perdida;NV - 0022507;Uso e consumo;;ELETRONICOS (TVs);Cliente - Desistência da compra;Cotação;;;;0;;VENDEDOR E
923609;EMPRESA 397;26/01/2022;;08/02/2022;22/02/2022;11691;Projeto em andamento;NV - 0018448;Uso e consumo;;TELEFONIA;;Cotação;;Boleto;Smartphone Samsung Galaxy A22 128GB 4G Wi-Fi Tela 6.4'' Dual Chip 4GB ...;3518165272;10;VENDEDOR B
825136;EMPRESA 398;25/05/2021;;;27/05/2021;24500;Congelada;NV - 0010029;;;ELETRONICOS (TVs);;;;;10 un - pit 1324750342 (Smart TV 43” LG 43LM631C0SB.BWZ Full HD Wi-Fi + 2 USB 3 HDMI);;10;VENDEDOR C
939457;EMPRESA 399;11/03/2022;;;21/03/2022;10000;Congelada;NV - 0020392;Uso e consumo;;LIVROS;;Cotação;;Boleto;livros;0;;VENDEDOR E
829728;EMPRESA 400;09/06/2021;;;14/06/2021;29728;Congelada;NV - 0010276;;;TELEFONIA;;Cotação;;Boleto;35 unidades do produto 2655735104  Smartphone Samsung Galaxy A02s 32GB 4G Wi-Fi Tela 6.5'' Dual Chip 3GB RAM Câmera Tripla + Selfie 5MP - Azul;;35;VENDEDOR C
829728;EMPRESA 400;09/06/2021;;;14/06/2021;52450;Congelada;NV - 0010278;;;TELEFONIA;;Cotação;;Boleto;"Quant. 50 | cód. 160543071 | Tablet Samsung Galaxy A T295 32GB 4G Tela 8"" Android Quad-Core 2GHz, 2GB RAM, Câmera 8MP AF + 2MP - Preto";;50;VENDEDOR C
835458;EMPRESA 401;24/06/2021;;;06/07/2021;11609,7;Congelada;NV - 0010635;;;ELETROPORTÁTEIS;;Cotação;;Boleto;Quant. 30 | Cód. 2026697635 | Nescafé Dolce Gusto Genio S Basic Branca - Dgs1 127V;;30;VENDEDOR B
931425;EMPRESA 402;09/02/2022;;;14/02/2022;9588;Congelada;NV - 0019330;Revenda;;TELEFONIA;;Cotação;;;Smartphone Samsung Galaxy A03 Core 32GB 4G Wi-Fi Tela 6.5'' Dual Chip ...;4342102701;12;VENDEDOR B
934992;EMPRESA 403;16/02/2022;;;09/03/2022;10799,4;Congelada;NV - 0019723;Uso e consumo;;ELETROPORTÁTEIS;;Cotação;;Boleto;Ventilador de coluna 40cm Mondial VSP-40C-B Super Power - 127V;3680324913;60;VENDEDOR E
829855;EMPRESA 404;10/06/2021;;;11/06/2021;46077,6;Congelada;NV - 0010281;;;INFORMÁTICA E ACESSÓRIOS;;Cotação;;Boleto;"Quant. 12 | cód. 2751079434 | Notebook Lenovo Ultrafino Ideapad S145 Intel Core I5-1035G1 8GB 256GB SSD W10 15.6""";;12;VENDEDOR G
907831;EMPRESA 405;21/12/2021;;;21/12/2021;17798;Congelada;NV - 0016722;Uso e consumo;;PCS;;Cotação;;Boleto;Computador Desktop Dell XPS-8940-A21 10ª Geração Intel Core i7 16GB 51...;4396299976;2;VENDEDOR B
989670;;24/01/2023;;24/01/2023;24/01/2023;17950;Fechada e Ganha;NV - 0031581;;Caixa Off;;;Cotação;;;;4063540231;100;VENDEDOR M
934991;EMPRESA 406;16/02/2022;;;17/02/2022;380,12;Congelada;NV - 0019722;Uso e consumo;;INFORMÁTICA E ACESSÓRIOS;;Cotação;;;Impressora multifuncional HP DeskJet Ink Advantage 2774 (7FR22A);2639189254;1;VENDEDOR E
934991;EMPRESA 406;16/02/2022;;;17/02/2022;380,12;Congelada;NV - 0019724;Uso e consumo;;INFORMÁTICA E ACESSÓRIOS;;Cotação;;;Impressora multifuncional HP DeskJet Ink Advantage 2774 (7FR22A);2639189271;1;VENDEDOR E
831379;EMPRESA 65;16/06/2021;;;20/07/2021;49950;Congelada;NV - 0010431;;;INFORMÁTICA E ACESSÓRIOS;;Cotação;;Boleto;"Quant. 50 | Cód. 160544234 | Tablet Samsung Galaxy A T290 32GB Tela 8"" Android Quad-Core 2GHz - Preto";;50;VENDEDOR D
831379;EMPRESA 65;16/06/2021;;;20/07/2021;131769,6;Congelada;NV - 0010432;;;INFORMÁTICA E ACESSÓRIOS;;Cotação;;Boleto;"Quant. 40 | Cód. 3081358708 | Notebook Samsung Book Intel Core I3-1115G4 4GB 1TB W10 FHD 15.6"" Branco NP550XDA-KT2BR";;40;VENDEDOR D
831379;EMPRESA 65;16/06/2021;;;20/07/2021;159999,6;Congelada;NV - 0010433;;;INFORMÁTICA E ACESSÓRIOS;;Cotação;;Boleto;"Quant. 40 | Cód. 1772551064 | Notebook Samsung Book X40 10ª Intel Core i5 8GB (Geforce MX110 com 2GB) 1TB W10 15,6"" Branco";;40;VENDEDOR D
831379;EMPRESA 65;16/06/2021;;;20/07/2021;71370,4;Congelada;NV - 0010434;;;INFORMÁTICA E ACESSÓRIOS;;Cotação;;Boleto;Quant. 40 | Cód. 3259692211 | Notebook Positivo Motion Red Q4128C-S Intel Atom Quad Core 4GB 128GB W10 14,1'' - Vermelho;;40;VENDEDOR D
935001;EMPRESA 233;16/02/2022;;;28/03/2022;1709,05;Congelada;NV - 0019733;Uso e consumo;;TELEFONIA;;Cotação;;;Apple Watch Series 3 (GPS);133839272;1;VENDEDOR F
935001;EMPRESA 233;16/02/2022;;;28/03/2022;5114,07;Congelada;NV - 0019734;Uso e consumo;;TELEFONIA;;Cotação;;;iPhone 12 Apple 64GB iOS 5G;3591023246;1;VENDEDOR F
928049;EMPRESA 407;03/02/2022;;;08/02/2022;21756;Congelada;NV - 0018983;Uso e consumo;;TELEFONIA;;Cotação;;;Smartphone Samsung Galaxy A22 128GB 4G Wi-Fi Tela 6.4'' Dual Chip 4GB ...;3518165272;14;VENDEDOR B
915860;EMPRESA 408;12/01/2022;;;14/01/2022;11157,7;Congelada;NV - 0017711;Uso e consumo;;ELETRONICOS (TVs);;Cotação;;;Smart TV LED 43” LG 43UP7500 4K UHD Wi-Fi Bluetooth HDR ThinQAI Compat...;3280455594;5;VENDEDOR B
915861;EMPRESA 409;12/01/2022;;;18/01/2022;;Congelada;NV - 0017713;Uso e consumo;;INFORMÁTICA E ACESSÓRIOS;;Cotação;;;Smartphone Samsung Galaxy S20 Fe 128GB 4G Wi-Fi Tela 6.5'' Dual Chip 6...;3234384027;15;VENDEDOR F
829860;EMPRESA 410;10/06/2021;;;21/06/2021;25980;Congelada;NV - 0010283;;;TELEFONIA;;Cotação;;Boleto;Quant. 20 | cód. 1972840872 | Smartphone Motorola Moto G9 Play 64GB 4G Wi-Fi Tela 6.5'' Dual Chip 4GB RAM Câmera Tripla + Selfie 8MP - Verde Turquesa;;20;VENDEDOR B
843732;EMPRESA 411;16/07/2021;;;23/07/2021;38989,9;Congelada;NV - 0011109;;;TELEFONIA;;Cotação;;Boleto;"PIT: 1611315933 | iPhone 11 Apple (64GB) Preto Tela 6,1"" 4G Câmera 12MP iOS";;10;VENDEDOR D
935004;EMPRESA 93;16/02/2022;;;09/03/2022;;Congelada;NV - 0019739;Uso e consumo;;ELETRONICOS (TVs);;Cotação;;Faturado;;0;;VENDEDOR E
866901;EMPRESA 79;29/09/2021;;;14/10/2021;21451,5;Congelada;NV - 0013153;Revenda;;TABLETS;;Cotação;;;"Tablet Samsung Galaxy Tab A S Pen 32GB Wi-FI 4G Tela 8"" Octa-Core 1.8GHz - Preto";134309151;15;VENDEDOR D
825115;EMPRESA 412;25/05/2021;;;27/05/2021;22164;Congelada;NV - 0010028;;;UTILIDADES DOMESTICAS;;Cotação;;;"80 un  -  pit 1445758447 (	Medidor de gás Aépio G 1.0)";;80;VENDEDOR C
822249;EMPRESA 413;17/05/2021;;;25/05/2021;577,7;Congelada;NV - 0009925;;;INFORMÁTICA E ACESSÓRIOS;;Cotação;;Boleto;53 unidades do produto 8199916 (Mouse Multilaser Óptico Classic Preto );;53;VENDEDOR B
822249;EMPRESA 413;17/05/2021;;;25/05/2021;1982,4;Congelada;NV - 0009926;;;INFORMÁTICA E ACESSÓRIOS;;Cotação;;Boleto;59 unidades do produto 60725646 (Teclado Usb Básico Slim Preto TC213 Multilaser);;59;VENDEDOR B
822249;EMPRESA 413;17/05/2021;;;25/05/2021;2122,8;Congelada;NV - 0009927;;;INFORMÁTICA E ACESSÓRIOS;;Cotação;;Boleto;61 unidades do produto 28315147 (Suporte Ergonômico Regulável para Notebook - Preto );;61;VENDEDOR B
851092;EMPRESA 414;04/08/2021;;09/08/2021;27/10/2021;14995;Projeto em andamento;NV - 0011561;;;LIVROS;;Cotação;;Boleto;Produto: 132341894 | Livro - Pai rico, pai pobre: Edição de 20 anos atualizada e ampliada;;500;VENDEDOR B
915898;EMPRESA 415;12/01/2022;;;14/01/2022;15490;Congelada;NV - 0017719;Uso e consumo;;ELETRONICOS (TVs);;Cotação;;;"TV LED 32"" LG 32LT330HBSB Modo Hotel Preta";1695817690;10;VENDEDOR B
915900;EMPRESA 416;12/01/2022;;;28/01/2022;13497;Congelada;NV - 0017720;Uso e consumo;;TELEFONIA;;Cotação;;;iPhone XR Apple (128GB) Preto Tela 6,1 4G Câmera Traseira 12MP iOS;134347982;3;VENDEDOR B
830019;EMPRESA 417;10/06/2021;;;22/06/2021;6009,8;Congelada;NV - 0010293;;;CONSOLES & GAMES;;Cotação;;Boleto;Quant. 20 | cód. 133761583 | Controle Sem Fio PS4 Dualshock Vermelho - Sony;;20;VENDEDOR B
830019;EMPRESA 417;10/06/2021;;;22/06/2021;9297;Congelada;NV - 0010294;;;CONSOLES & GAMES;;Cotação;;Boleto;Quant. 30 | cód. 133746746 | Controle Sem Fio Dualshock 4 Preto - PS4;;30;VENDEDOR B
830019;EMPRESA 417;10/06/2021;;;22/06/2021;14999,5;Congelada;NV - 0010295;;;CONSOLES & GAMES;;Cotação;;Boleto;Quant. 5 | cód. 3300983555 | Console Playstation 4 1Tb Bundle 18 - Ps4;;5;VENDEDOR B
936757;EMPRESA 97;24/02/2022;;;28/03/2022;500;Congelada;NV - 0020051;Uso e consumo;;INFORMÁTICA E ACESSÓRIOS;;Cotação;;Faturado;No-break Station II 1200va 8;0;1;VENDEDOR F
943204;EMPRESA 418;18/03/2022;;;28/03/2022;1329,99;Congelada;NV - 0020677;Uso e consumo;;CLIMATIZAÇÃO;;Cotação;;;ar condicionado;4183904757;;VENDEDOR E
934735;EMPRESA 419;15/02/2022;;;09/03/2022;7308,35;Congelada;NV - 0019678;Uso e consumo;;TABLETS;;Cotação;;Faturado;Tablet Samsung Galaxy A7 Lite 4g 32GB 3GB RAM SM-T225NZAPZTO;3420573366;7;VENDEDOR E
934735;EMPRESA 419;15/02/2022;;;09/03/2022;977,55;Congelada;NV - 0019679;Uso e consumo;;TABLETS;;Cotação;;Faturado;"Tablet Samsung Galaxy A T295 32GB 4G Tela 8"" Android Quad-Core 2GHz, 2GB RAM, Câmera 8MP AF + 2MP - Preto";160543101;1;VENDEDOR E
911792;EMPRESA 420;04/01/2022;;;14/01/2022;38000;Congelada;NV - 0017249;Revenda;;TELEFONIA;;Cotação;;Boleto;"iPhone 11 Apple (64GB) Preto Tela 6,1"" 4G Câmera 12MP iOS";1611315984;10;VENDEDOR B
911792;EMPRESA 420;04/01/2022;;;14/01/2022;41000;Congelada;NV - 0017250;Revenda;;TELEFONIA;;Cotação;;Boleto;"iPhone 11 Apple (128GB) Preto tela 6,1"" Câmera 12MP iOS";1611318026;10;VENDEDOR B
911792;EMPRESA 420;04/01/2022;;;14/01/2022;46000;Congelada;NV - 0017251;Revenda;;TELEFONIA;;Cotação;;Boleto;iPhone 12 Apple 64GB iOS 5G Wi-Fi Tela 6.1'' Câmera 12MP - Branco;3591024142;10;VENDEDOR B
911792;EMPRESA 420;04/01/2022;;;14/01/2022;46000;Congelada;NV - 0017252;Revenda;;TELEFONIA;;Cotação;;Boleto;iPhone 12 Apple 64GB iOS 5G Wi-Fi Tela 6.1'' Câmera 12MP - Preto;3591023246;10;VENDEDOR B
816746;EMPRESA 421;03/05/2021;;;10/05/2021;23112,9;Congelada;NV - 0009689;;;TELEFONIA;;Cotação;;;"5 unidades - pit 1611324784 (iPhone 11 Apple (128GB) Branco tela 6,1"" Câmera 12MP iOS )";;5;VENDEDOR H
816746;EMPRESA 421;03/05/2021;;;10/05/2021;22574,16;Congelada;NV - 0009690;;;TELEFONIA;;Cotação;;;"6 unidades - pit 134347915 (iPhone XR Apple (128GB) Branco Tela 6,1"" 4G Câmera Traseira 12MP iOS )";;6;VENDEDOR H
816746;EMPRESA 421;03/05/2021;;;10/05/2021;21512;Congelada;NV - 0009691;;;TELEFONIA;;Cotação;;;"8 unidades - pit 2449898674 (iPhone SE Apple (64GB) Branco tela 4.7"" Câmera 12MP iOS )";;8;VENDEDOR H
822381;EMPRESA 422;17/05/2021;;;25/05/2021;21196;Congelada;NV - 0009931;Uso e consumo;;TELEFONIA;;Cotação;;Boleto;"Qnt. 4 | Cód. 1611324784 | iPhone 11 Apple (128GB) Branco tela 6,1"" Câmera 12MP iOS";1611324784;4;VENDEDOR B
816756;EMPRESA 423;03/05/2021;;;03/05/2021;26662,24;Congelada;NV - 0009697;;;TELEFONIA;;Cotação;;;"4 unidades - pit 2810434741 (	Smartphone Samsung Galaxy S21 Ultra 256GB 5G Wi-Fi Tela 6.8'' )";;4;VENDEDOR C
867422;EMPRESA 424;30/09/2021;;30/09/2021;30/09/2021;2427,07;Projeto em andamento;NV - 0013214;Uso e consumo;;ELETROPORTÁTEIS;;Cotação;;Boleto;1 und | BEBEDOURO INDUSTRIAL DE COLUNA 50L JATO/TORNEIRA - FRISBEL 220V;3849439864;1;VENDEDOR A
867419;EMPRESA 425;30/09/2021;;28/09/2021;30/09/2021;3612,18;Projeto em andamento;NV - 0013213;Uso e consumo;;PCS;;Cotação;;Boleto;"1 und | Notebook Lenovo Ultrafino Ideapad 3i Intel Core i5-10210U 8GB 256GB SSD W10 15.6"" Prata";3171318144;1;VENDEDOR A
867423;EMPRESA 293;30/09/2021;;24/09/2021;30/09/2021;2324,8;Projeto em andamento;NV - 0013216;Uso e consumo;;PC GAMER;;Cotação;;Boleto;10 und | SSD KINGSTON 240GB SATA 6GB/S 2.5 POL. A400 500MB/S;133764426;10;VENDEDOR A
816748;EMPRESA 426;03/05/2021;;;04/05/2021;14975;Congelada;NV - 0009693;;;BELEZA & SAUDE;;Cotação;;Boleto;250 Unidades do produto: 1802966667 (Máscara Hospitalar KSN PFF2 S N95 Pacote com 10 unidades);;250;VENDEDOR C
816748;EMPRESA 426;03/05/2021;;;04/05/2021;16250;Congelada;NV - 0009703;;;BELEZA & SAUDE;;Cotação;;Boleto;250 unidades - pit 1829206203 (Kit 10 Máscaras N95 PFF2 Aprovação ANVISA e INMETRO Marca KSN Branca;;250;VENDEDOR C
961219;EMPRESA 427;05/05/2022;;;20/05/2022;9023,94;Fechada e Perdida;NV - 0022481;Uso e consumo;;TELEFONIA;Cliente - Desistência da compra;Cotação;;;;0;;VENDEDOR E
841080;EMPRESA 428;08/07/2021;;19/07/2021;20/07/2021;4194;Congelada;NV - 0010952;;;UTILIDADES DOMESTICAS;;Cotação;;Boleto;Cód.54853704 | Termômetro Interno E Externo Com Higrômetro Interno Digital Com Máxima E Mínima Dc103;;60;VENDEDOR D
841080;EMPRESA 428;08/07/2021;;19/07/2021;20/07/2021;445,4;Congelada;NV - 0010957;;;UTILIDADES DOMESTICAS;;Cotação;;Boleto;Cód.1490632755 | Kit 2 Placas Gelo Rígido Reutilizável 200ml Gelo-X Termogel;1490632755;34;VENDEDOR D
841080;EMPRESA 428;08/07/2021;;19/07/2021;20/07/2021;1698;Congelada;NV - 0010958;;;UTILIDADES DOMESTICAS;;Cotação;;Boleto;Cód.15830604 | Kit Gelo Artificial Reutilizável Tech Gel Rígido 500 Ml 6 Unidades - Cibragel;15830604;20;VENDEDOR D
841080;EMPRESA 428;08/07/2021;;19/07/2021;20/07/2021;12918,1;Congelada;NV - 0010959;;;UTILIDADES DOMESTICAS;;Cotação;;Boleto;Cód.. 2022321340 | Saco De Lixo 100L Reforçado Com 100 Unidades;2022321340;190;VENDEDOR D
829981;EMPRESA 429;10/06/2021;;;21/06/2021;21088,8;Congelada;NV - 0010289;;;WEARABLE;;Cotação;;Boleto;Quant. 20 ! Cód. 1772060206 | Smartwatch Samsung Galaxy Watch Active 2 - Preto;;20;VENDEDOR B
858868;EMPRESA 430;31/08/2021;;;13/09/2021;13580,97;Congelada;NV - 0012397;Uso e consumo;;PCS;;Cotação;;;"Notebook Acer Aspire 3 A315-23-R215 AMD R7-3700U 12GB 512GB W10 15.6"" Preto";3321671770;3;VENDEDOR B
858868;EMPRESA 430;31/08/2021;;;13/09/2021;0;Congelada;NV - 0012398;Uso e consumo;;PCS;;Cotação;;;"Notebook Acer Aspire 5 A515-54G-52C1 Intel Core i5-10210U 8GB 512GB W10 15.6"" Prata";3281043381;3;VENDEDOR B
858868;EMPRESA 430;31/08/2021;;;13/09/2021;0;Congelada;NV - 0012399;Uso e consumo;;PCS;;Cotação;;;"Notebook Acer Aspire 3 A315-23-R215 AMD R7-3700U 12GB 512GB W10 15.6"" Preto";3321671770;3;VENDEDOR B
936760;EMPRESA 115;24/02/2022;;;24/03/2022;600;Congelada;NV - 0020054;Uso e consumo;;VALE PRESENTE;;Cotação;;Faturado;BRINDES;0;1;VENDEDOR F
851288;EMPRESA 431;05/08/2021;;;17/08/2021;4296;Congelada;NV - 0011575;;;CINE & FOTO;;Cotação;;;Produto: 60474408 | Produto: 60474408;60474408;24;VENDEDOR B
851288;EMPRESA 431;05/08/2021;;;17/08/2021;4296;Congelada;NV - 0011576;;;CINE & FOTO;;Cotação;;;Produto: 60474406 | Mochila Fotográfica Impermeável p/ Câmeras DSLR e Mirrorless - Verde;60474406;24;VENDEDOR B
851288;EMPRESA 431;05/08/2021;;;17/08/2021;3288;Congelada;NV - 0011577;;;CINE & FOTO;;Cotação;;;Produto: 1994659046 | Mochila Profissional Crazy Fuzy Para Câmera E Acessórios;1994659046;24;VENDEDOR B
851288;EMPRESA 431;05/08/2021;;;17/08/2021;3467,52;Congelada;NV - 0011578;;;CINE & FOTO;;Cotação;;;Produto: 13366189 | Mochila Fotografo DeD - Kanguru;13366189;24;VENDEDOR B
927474;EMPRESA 432;02/02/2022;;;08/02/2022;11869,2;Congelada;NV - 0018910;Uso e consumo;;TELEFONIA;;Cotação;;;Smartphone Motorola Moto E7 Dual Chip Android 10 Tela 6.5” 64GB Câmera...;2945004115;12;VENDEDOR B
927474;EMPRESA 432;02/02/2022;;;08/02/2022;13847,4;Congelada;NV - 0018911;Uso e consumo;;TELEFONIA;;Cotação;;;Smartphone Samsung Galaxy A12 64GB 4G Wi-Fi Tela 6.5'' Dual Chip 4GB R...;3586824250;12;VENDEDOR B
856830;EMPRESA 433;23/08/2021;;;30/08/2021;12551,91;Congelada;NV - 0012087;;;TELEFONIA;;Cotação;;;"iPhone 11 Apple (64GB) Branco Tela 6,1"" 4G Câmera 12MP iOS";1614132374;3;VENDEDOR B
966708;EMPRESA 434;07/07/2022;;28/07/2022;28/07/2022;169800;Fechada e Perdida;NV - 0024994;Revenda;;TELEFONIA;Cliente - Desistência da compra;Cotação;;Boleto;;0;;VENDEDOR H
