Oportunidade: Nº da Oportunidade;Empresa;Data de criação;Data de envio proposta;Data de Fechada e Ganha;Data da última modificação;Valor;Fase Comercial;Nome de Nova Venda;Finalidade;Origem;Departamento(s) da oportunidade;Motivo Perdido;Tipo de venda;ERP;Forma de Pagamento;Observações;SKU;Quantidade de itens da cotação;Vendedor
986880;532;10/01/2023;11/01/2023;;24/01/2023;3399,99;Fechada e Perdida;NV - 0031267;Uso e consumo;Caixa Off;INFORMÁTICA E ACESSÓRIOS;Cliente - Desistência da compra;Cotação;;Faturado;"Notebook Lenovo Ultrafino Ideapad 3 AMD Ryzen 7-5700u 8GB 256GB SSD W11 15,6"" - Prata";;1;Q
986742;2265;10/01/2023;11/01/2023;;01/02/2023;4009,98;Fechada e Perdida;NV - 0031228;Uso e consumo;Caixa Off;ELETRONICOS (TVs);Cliente - Desistência da compra;Cotação;;Faturado;"Smart TV 65"" Samsung LED 65BU8000 Crystal UHD 4K 3 HDMI 2 USB Wi-Fi";;1;L
987065;4;11/01/2023;11/01/2023;11/01/2023;11/01/2023;318;Fechada e Ganha;NV - 0031274;Uso e consumo;Caixa Off;PAPELARIA;;;;Faturado;Papel Chamex A4 75g Caixa com 10 Pacote 500 folhas;;2;C
986826;2764;10/01/2023;11/01/2023;16/01/2023;16/01/2023;7000;Fechada e Ganha;NV - 0031256;Uso e consumo;Caixa Off;TELEFONIA;;Cotação;;Faturado;Smartphone Samsung Galaxy S21 FE 128GB 5G Wi-Fi Tela 6.4'' Dual Chip 6GB RAM Câmera Tripla + Selfie 32MP - Preto;;3;T
987463;4;12/01/2023;12/01/2023;12/01/2023;12/01/2023;318;Fechada e Ganha;NV - 0031322;Uso e consumo;Caixa Off;PAPELARIA;;Cotação;;Faturado;Papel Chamex A4 75g Caixa com 10 Pacote 500 folhas;;2;C
987445;4461;12/01/2023;12/01/2023;;01/02/2023;31539,6;Fechada e Perdida;NV - 0031311;Revenda;Caixa On;PC GAMER;Cliente - Preço;Cotação;;Boleto;"Monitor AOC 24"" 75Hz Adaptive-Sync HDMI VA 24B1XHM";;40;C
987519;4915;12/01/2023;12/01/2023;;01/02/2023;2273,2;Fechada e Perdida;NV - 0031328;Uso e consumo;Caixa Off;ELETRODOMESTICOS;Cliente - Não informado / sem retorno;Cotação;;Faturado;Frigobar Consul 76L CRC08 110v;;3;L
987502;3842;12/01/2023;12/01/2023;;24/01/2023;5399;Fechada e Perdida;NV - 0031324;Uso e consumo;Caixa Off;CINE & FOTO;Cliente - Desistência da compra;Cotação;;Faturado;Epiqvision Fh-02 Projetor Epson Full Hd, 3000 Lumens Streaming;;3;Q
987404;115;12/01/2023;12/01/2023;;01/02/2023;2349,99;Fechada e Perdida;NV - 0031303;Uso e consumo;Caixa Off;ELETRONICOS (TVs);Cliente - Não informado / sem retorno;Cotação;;Faturado;"Smart TV 50"" 4K LED TCL 50P635 VA Wi-Fi - Bluetooth HDR Google Assistente 3 HDMI 1 USB";;1;L
987441;2585;12/01/2023;12/01/2023;;01/02/2023;35972;Fechada e Perdida;NV - 0031310;Revenda;Caixa Off;PC GAMER;Cliente - Preço;Cotação;;Boleto;Monitor LED 19.5'' LG 20MK400H-B 1366 x 768 HD;;68;C
987456;1284;12/01/2023;12/01/2023;16/01/2023;16/01/2023;285740;Fechada e Ganha;NV - 0031319;Revenda;Caixa Off;TELEFONIA;;Cotação;;Boleto;Smartphone Samsung Galaxy A32 128GB 4G;;260;C
987436;115;12/01/2023;12/01/2023;12/01/2023;12/01/2023;1799;Fechada e Ganha;NV - 0031309;Uso e consumo;Caixa Off;PAPELARIA;;Cotação;;Faturado;Papel Chamex A4 75g Caixa com 10 Pacote 500 folhas;;10;C
987419;4606;12/01/2023;12/01/2023;12/01/2023;12/01/2023;155960;Fechada e Ganha;NV - 0031305;Revenda;Caixa Off;CONSOLES & GAMES;;Cotação;;Boleto;Console Playstation 5 + God of War Ragnarök;;40;C
988368;4014;16/01/2023;12/01/2023;23/01/2023;23/01/2023;4099,99;Fechada e Perdida;NV - 0031387;Uso e consumo;Caixa Off;ELETRONICOS (TVs);Cliente - Desistência da compra;Catálogo;SAP Ariba;Faturado;"Smart TV 65"" LG LED 4K 65UP7750PSB UHD";;1;S
987569;5336;12/01/2023;12/01/2023;12/01/2023;12/01/2023;1044;Fechada e Ganha;NV - 0031334;Uso e consumo;Caixa Off;PAPELARIA;;Cotação;;Faturado;Papel Sulfite HP Office A4 75g;;58;C
987581;5337;12/01/2023;12/01/2023;;25/01/2023;2600;Fechada e Perdida;NV - 0031338;Uso e consumo;Caixa Off;ELETRODOMESTICOS;B2W - Limite de Crédito;Cotação;;Faturado;Micro-Ondas Brastemp Ative! - Bmj38 - 38L 110V;;2;Q
987264;4775;11/01/2023;12/01/2023;;20/01/2023;3000;Fechada e Perdida;NV - 0031297;Uso e consumo;Caixa Off;ELETRONICOS (TVs);Cliente - Desistência da compra;Cotação;;Faturado;"Samsung Smart TV 60"" Crystal UHD 4K 60BU8000";;2;T
987446;1133;12/01/2023;12/01/2023;;01/02/2023;116999,55;Fechada e Perdida;NV - 0031312;Revenda;Caixa On;PCS;Cliente - Preço;Cotação;;Boleto;"Notebook Samsung NP550XDA-KV3BR Intel Core i3-1115G4 4GB 256GB SSD Tela 15,6"" Windows 11 - Cinza Chumbo";;45;C
987511;4113;12/01/2023;12/01/2023;12/01/2023;12/01/2023;14360;Fechada e Ganha;NV - 0031326;Uso e consumo;Caixa Off;PAPELARIA;;;;Faturado;Papel Chamex A4 75g Caixa com 10 Pacote 500 folhas;;80;C
987451;5338;12/01/2023;12/01/2023;;01/02/2023;17766,7;Fechada e Perdida;NV - 0031316;Revenda;Caixa On;TELEFONIA;Cliente - Preço;Cotação;;Boleto;Smartphone Samsung Galaxy M53 5G 128GB 5G Wi-Fi Tela 6.7'' Dual Chip 8GB RAM Câmera + Selfie 32MP - Azul;;10;C
987450;4260;12/01/2023;12/01/2023;;13/01/2023;105449,4;Fechada e Perdida;NV - 0031315;Revenda;Caixa On;PC GAMER;B2W - Estoque (Falta de produto);Cotação;;Boleto;"Monitor LED 29"" LG Ultrawide 21:9 com HDR 10 IPS Full HD - 29WK600";;60;C
987435;2612;12/01/2023;12/01/2023;07/02/2023;07/02/2023;21699,87;Fechada e Perdida;NV - 0031308;Uso e consumo;Caixa Off;ELETRONICOS (TVs);Cliente - Desistência da compra;Cotação;;Faturado;"Smart Tv 43"" UHD Samsung 4k 43AU7700 Processador Crystal 4k Tela Sem Limites Alexa Built In Controle Único";;15;F
987447;5105;12/01/2023;12/01/2023;;01/02/2023;249599,04;Fechada e Perdida;NV - 0031314;Revenda;Caixa On;PCS;Cliente - Preço;Cotação;;Boleto;Notebook Ultra UB532 Intel Core i5 8GB 240GB SSD Windows;;96;C
988381;4014;16/01/2023;12/01/2023;23/01/2023;23/01/2023;107,96;Fechada e Perdida;NV - 0031390;Uso e consumo;Caixa Off;PAPELARIA;Cliente - Desistência da compra;Catálogo;SAP Ariba;Faturado;Marcador De Quadro Branco Wbm-7 C/04 Multicolor Jg C/4 Pilot;5661786629;4;S
987574;4;12/01/2023;12/01/2023;12/01/2023;12/01/2023;238,5;Fechada e Ganha;NV - 0031336;Uso e consumo;Caixa Off;PAPELARIA;;Cotação;;Faturado;Papel Chamex A4 75g Caixa com 10 Pacote 500 folhas;;1;C
987575;90;12/01/2023;12/01/2023;;24/01/2023;17000;Fechada e Perdida;NV - 0031337;Uso e consumo;Caixa Off;ELETRONICOS (TVs);Cliente - Não informado / sem retorno;Cotação;;Faturado;"Smart TV 75"" Crystal UHD 4K Samsung 75BU8000 Painel Dynamic Crystal Color Design Slim Tela sem Limites Alexa built in Controle Remoto Único";;3;Q
987542;385;12/01/2023;12/01/2023;;01/02/2023;90015;Fechada e Perdida;NV - 0031331;Revenda;Caixa Off;TELEFONIA;Cliente - Preço;Cotação;;Faturado;Smartphone Samsung Galaxy A32 128GB 4G;;85;C
987543;5071;12/01/2023;12/01/2023;12/01/2023;12/01/2023;3980;Fechada e Ganha;NV - 0031332;Uso e consumo;Caixa Off;PAPELARIA;;Cotação;;Faturado;Papel Chamex A4 75g Caixa com 10 Pacote 500 folhas;;20;C
987922;5339;13/01/2023;13/01/2023;;17/01/2023;19400;Fechada e Perdida;NV - 0031361;Uso e consumo;Caixa Off;ELETRODOMESTICOS;Cliente - Não informado / sem retorno;Cotação;;Boleto;Micro-ondas Electrolux MEO44 34L Branco - 110v;;22;P
987444;5340;12/01/2023;13/01/2023;;19/01/2023;153899,4;Fechada e Perdida;NV - 0031313;Uso e consumo;Caixa Off;TELEFONIA;B2W - Estoque (Falta de produto);Cotação;;Boleto;iPhone 12 Apple 64GB iOS 5G Wi-Fi/Fone de Ouvido Apple AirPods com Estojo;;60;E
987867;5341;13/01/2023;13/01/2023;01/02/2023;01/02/2023;3672,15;Fechada e Perdida;NV - 0031350;Uso e consumo;Caixa Off;TABLETS;Cliente - Desistência da compra;Cotação;;Boleto;Tablet Lenovo Tab P11 Plus Octa-Core 4GB 64GB Wi-Fi Android;;2;T
987859;5342;13/01/2023;13/01/2023;;20/01/2023;13499;Fechada e Perdida;NV - 0031348;Uso e consumo;Caixa Off;TELEFONIA;Cliente - Desistência da compra;Cotação;;Boleto;Apple iPhone 14 Pro Max 512GB iOS 5G Wi-Fi Tela 6.7'' Câmera Tripla 48MP - Preto-espacial;;1;T
988234;3824;16/01/2023;13/01/2023;16/01/2023;16/01/2023;4020,67;Fechada e Ganha;NV - 0031365;Uso e consumo;Caixa Off;ELETRODOMESTICOS;;Catálogo;Nimbi;Faturado;Geladeira Consul Frost Free Duplex CRM50 410L Espaço Flex Inox;3144926144;1;S
987897;2510;13/01/2023;13/01/2023;24/01/2023;01/02/2023;15000;Fechada e Perdida;NV - 0031356;Uso e consumo;Caixa Off;;Cliente - Preço;;;Faturado;"Smartphone Samsung Galaxy A13 128GB 4G Wi-Fi Tela 6.6"" Dual Chip 4GB RAM Câmera Quádrupla + Selfie 8MP - Preto";;15;T
987457;5343;12/01/2023;13/01/2023;;17/01/2023;28305;Fechada e Perdida;NV - 0031318;Uso e consumo;Caixa Off;TELEFONIA;Cliente - Não informado / sem retorno;Cotação;;Boleto;"Smartphone Samsung Galaxy A03 64GB 4GB RAM Processador Octa Core 48MP + 2MP 5MP Tela Infinita de 6.5"" Dual Chip Android - Preto";;45;P
987887;445;13/01/2023;13/01/2023;13/01/2023;13/01/2023;2148;Fechada e Ganha;NV - 0031353;Uso e consumo;Caixa Off;PAPELARIA;;Cotação;;Faturado;Papel Chamex A4 75g Caixa com 10 Pacote 500 folhas;;12;C
987893;2331;13/01/2023;13/01/2023;07/02/2023;08/02/2023;6400;Fechada e Perdida;NV - 0031354;Uso e consumo;Caixa Off;INFORMÁTICA E ACESSÓRIOS;Cliente - Desistência da compra;Cotação;;Faturado;Fragmentadora de Papel Auto+ 150x Rexel;;2;F
987884;3212;13/01/2023;13/01/2023;13/01/2023;13/01/2023;13440,96;Fechada e Ganha;NV - 0031352;Uso e consumo;Caixa Off;TELEFONIA;;Cotação;;Faturado;galaxy m53;;;F
986857;689;10/01/2023;13/01/2023;;16/01/2023;430;Fechada e Perdida;NV - 0031263;Uso e consumo;Caixa Off;LIVROS;Cliente - Desistência da compra;Cotação;;Faturado;Livro - A marca da vitória: A autobiografia do criador da Nike;;12;T
987099;346;11/01/2023;13/01/2023;;17/01/2023;34397,55;Fechada e Perdida;NV - 0031280;Uso e consumo;Caixa Off;TELEFONIA;Cliente - Não informado / sem retorno;Cotação;;Boleto;"iPhone 11 Apple (128GB) e (64GB) Preto tela 6,1"" Câmera dupla 12MP iOS";;10;P
988230;3824;16/01/2023;13/01/2023;16/01/2023;16/01/2023;458,94;Fechada e Ganha;NV - 0031363;Uso e consumo;Caixa Off;PAPELARIA;;Catálogo;Nimbi;Faturado;Arquivo Morto Papelão Ofício 340x133x240mm, Caixa Com 50, Tilibra;;;S
985967;5230;06/01/2023;13/01/2023;;20/01/2023;6030;Fechada e Perdida;NV - 0031179;Uso e consumo;Caixa Off;ELETRODOMESTICOS;Cliente - Preço;Cotação;;Faturado;Frigobar Consul 117L CRC12 - 110;;7;T
987806;5344;13/01/2023;13/01/2023;;20/01/2023;2600;Fechada e Perdida;NV - 0031357;Uso e consumo;Caixa Off;ELETRONICOS (TVs);Cliente - Desistência da compra;Cotação;;Boleto;"Smart TV LED 32"" HD Samsung T4300 com HDR Sistema Operacional Tizen Wi-Fi Espelhamento de Tela Dolby Digital Plus HDMI e USB - 2020";;2;T
987071;3211;11/01/2023;13/01/2023;13/02/2023;13/02/2023;10042,14;Fechada e Ganha;NV - 0031276;Uso e consumo;Caixa Off;TELEFONIA;;Cotação;;Faturado;IPHONE 13 (128GB) PRETO;;2;E
987788;4113;13/01/2023;13/01/2023;13/01/2023;13/01/2023;7180;Fechada e Ganha;NV - 0031345;Uso e consumo;Caixa Off;PAPELARIA;;Cotação;;Faturado;Papel Chamex A4 75g Caixa com 10 Pacote 500 folhas;;40;C
987267;5307;11/01/2023;13/01/2023;;17/01/2023;110781,27;Fechada e Perdida;NV - 0031300;Uso e consumo;Caixa Off;"ELETRODOMESTICOS; ELETRONICOS (TVs); ELETROPORTÁTEIS";Cliente - Não informado / sem retorno;Cotação;;Faturado;"Smart tv 32'; Smart tv 43'; Smart Tv 65'; Refrigerador; Secador; Geladreira; Lava e seca; Purificador de água; Frigobar;";;117;P
987508;163;12/01/2023;13/01/2023;;17/01/2023;16900;Fechada e Perdida;NV - 0031325;Uso e consumo;Caixa Off;ELETRONICOS (TVs);Cliente - Não informado / sem retorno;Cotação;;Faturado;"Smart TV LED 32"" HD Samsung T4300 com HDR Sistema Operacional Tizen Wi-Fi Espelhamento de Tela Dolby Digital Plus HDMI e USB - 2020";;13;P
987913;4331;13/01/2023;13/01/2023;13/01/2023;13/01/2023;7180;Fechada e Ganha;NV - 0031359;Uso e consumo;Caixa Off;PAPELARIA;;Cotação;;Faturado;Papel Chamex A4 75g Caixa com 10 Pacote 500 folhas;;40;C
987465;5345;12/01/2023;13/01/2023;;24/01/2023;2000;Fechada e Perdida;NV - 0031321;Uso e consumo;Caixa Off;INFORMÁTICA E ACESSÓRIOS;Não retornou contato;Cotação;;Boleto;;;;T
988384;4014;16/01/2023;13/01/2023;23/01/2023;23/01/2023;33,45;Fechada e Perdida;NV - 0031391;Uso e consumo;Caixa Off;PAPELARIA;Cliente - Desistência da compra;Catálogo;SAP Ariba;Faturado;Grampo Galvanizado 26/6 Caixa com 5000 unidades CIS;3545571305;5;S
987895;5346;13/01/2023;13/01/2023;13/01/2023;13/01/2023;630;Fechada e Ganha;NV - 0031355;Uso e consumo;Caixa Off;PAPELARIA;;Cotação;;Faturado;Papel Sulfite HP Office A4 75g;;35;C
988386;4014;16/01/2023;13/01/2023;23/01/2023;23/01/2023;1139,98;Fechada e Perdida;NV - 0031393;Uso e consumo;Caixa Off;INFORMÁTICA E ACESSÓRIOS;Cliente - Desistência da compra;Catálogo;SAP Ariba;Faturado;Kit Teclado e Mouse Sem Fio MK850 - Logitech;133670155;2;S
988254;3824;16/01/2023;13/01/2023;16/01/2023;16/01/2023;1424,92;Fechada e Ganha;NV - 0031370;Uso e consumo;Caixa Off;PAPELARIA;;Catálogo;Nimbi;Faturado;Arquivo Morto Papelão Ofício 340x133x240mm, Caixa Com 50, Tilibra;;;S
988248;3824;16/01/2023;13/01/2023;16/01/2023;16/01/2023;1349,5;Fechada e Ganha;NV - 0031367;Uso e consumo;Caixa Off;PAPELARIA;;Catálogo;Nimbi;Faturado;Papel Chamex A4 75g Caixa com 10 Pacote 500 folhas;4063540231;5;S
987793;4113;13/01/2023;13/01/2023;13/01/2023;13/01/2023;7180;Fechada e Ganha;NV - 0031346;Uso e consumo;Caixa Off;PAPELARIA;;Cotação;;Faturado;Papel Chamex A4 75g Caixa com 10 Pacote 500 folhas;;40;C
987601;4837;12/01/2023;13/01/2023;;13/01/2023;38000;Fechada e Perdida;NV - 0031340;Uso e consumo;Caixa Off;MÓVEIS - ESCRITÓRIO;B2W - Estoque (Falta de produto);Cotação;;Boleto;Cadeira Versati Gelo 9 a 36 kg - Tutti Baby;;100;P
987587;5347;12/01/2023;13/01/2023;;17/01/2023;51455,45;Fechada e Perdida;NV - 0031339;Uso e consumo;Caixa Off;TABLETS;Cliente - Não informado / sem retorno;Cotação;;Boleto;"Tablet Galaxy Tab A8 4G; Tablet Samsung Galaxy A7 Lite 4g 32GB 3GB RAM SM-T225NZAPZTO";;86;P
987265;456;11/01/2023;16/01/2023;;20/01/2023;11000;Fechada e Perdida;NV - 0031299;Uso e consumo;Caixa Off;INFORMÁTICA E ACESSÓRIOS;Cliente - Não informado / sem retorno;Cotação;;Faturado;"MacBook Air 13"" M1 (8GB 512GB) Dourado";;1;P
987901;5348;13/01/2023;16/01/2023;;24/01/2023;2300;Fechada e Perdida;NV - 0031358;Uso e consumo;Caixa Off;ELETRODOMESTICOS;Não retornou contato;Cotação;;Boleto;Lavadora de Roupas Electrolux 12Kg LAC12 - Branca 220;;1;T
988990;4;19/01/2023;16/01/2023;19/01/2023;19/01/2023;477;Fechada e Ganha;NV - 0031489;Uso e consumo;Caixa Off;PAPELARIA;;;;Faturado;Papel Chamex A4 75g Caixa com 10 Pacotes 500 folhas;4063540231;3;M
987240;2334;11/01/2023;16/01/2023;;23/01/2023;5220,25;Fechada e Ganha;NV - 0031296;Uso e consumo;Caixa Off;TELEFONIA;;Cotação;;Boleto;Smartphone Samsung Galaxy A03 64GB 4GB RAM Processador Octa Core 48MP ...;;5;P
988350;5349;16/01/2023;16/01/2023;;01/02/2023;14394;Fechada e Perdida;NV - 0031382;Uso e consumo;Caixa Off;PAPELARIA;Cliente - Não informado / sem retorno;Cotação;;Boleto;Papel Sulfite A4 75g 210mmx297mm Chamex Pacote 500 Folhas;;600;L
988339;5350;16/01/2023;16/01/2023;;01/02/2023;15005;Fechada e Perdida;NV - 0031380;Revenda;Caixa Off;ELETROPORTÁTEIS;Cliente - Preço;Cotação;;Boleto;Liquidificador Walita Problend Ri2244/91 3L 1400W com 6 Lâminas;;50;C
988392;3633;16/01/2023;16/01/2023;17/01/2023;24/01/2023;9764,07;Fechada e Ganha;NV - 0031395;Uso e consumo;Caixa Off;TELEFONIA;;Cotação;;Faturado;Apple iPhone 14 Pro Max 256GB iOS 5G Wi-Fi Tela 6.7'' Câmera Tripla 48MP - Preto-espacial;;1;Q
987825;5351;13/01/2023;16/01/2023;;20/01/2023;3715,12;Fechada e Perdida;NV - 0031347;Uso e consumo;Caixa Off;ELETRODOMESTICOS;Cliente - Não informado / sem retorno;Cotação;;Boleto;"Geladeira/Refrigerador Electrolux DC35A Branca 260L Cycle Defrost - 110v; Micro-ondas Electrolux MTO30 20L Branco - 110v; Purificador de Água Pure 4x Electrolux Branco PE12B Bivolt";;3;P
988371;385;16/01/2023;16/01/2023;;27/01/2023;575729,7;Fechada e Perdida;NV - 0031386;Revenda;Caixa Off;TELEFONIA;Cliente - Preço;Cotação;;Faturado;Smartphone Samsung Galaxy A13 128GB 4G;;390;C
988249;2482;16/01/2023;16/01/2023;18/01/2023;18/01/2023;4640,46;Fechada e Ganha;NV - 0031368;Uso e consumo;Caixa Off;TELEFONIA;;Cotação;;Faturado;"iPhone 11 Apple (128GB) Branco tela 6,1"" Câmera 12MP iOS";;1;Q
988243;4113;16/01/2023;16/01/2023;16/01/2023;16/01/2023;7180;Fechada e Ganha;NV - 0031366;Uso e consumo;Caixa Off;PAPELARIA;;Cotação;;Faturado;Papel Chamex A4 75g Caixa com 10 Pacote 500 folhas;;40;C
988370;5352;16/01/2023;16/01/2023;;24/01/2023;26000;Fechada e Perdida;NV - 0031385;Uso e consumo;Caixa Off;ELETRODOMESTICOS;Cliente - Desistência da compra;;;Boleto;Smartphone Samsung Galaxy S22 Ultra 256GB 5G Wi-Fi Tela 6.8'' Dual Chip 12GB RAM Câmera Quádrupla + Selfie 40MP - Preto;;14;Q
987055;89;11/01/2023;16/01/2023;;20/01/2023;4700;Fechada e Perdida;NV - 0031272;Uso e consumo;Caixa Off;INFORMÁTICA E ACESSÓRIOS;Cliente - Não informado / sem retorno;Cotação;;Boleto;Teclado e Mouse Logitech MK120;;47;P
989080;4;19/01/2023;16/01/2023;19/01/2023;19/01/2023;318;Fechada e Ganha;NV - 0031500;Uso e consumo;Caixa Off;PAPELARIA;;Cotação;;Faturado;Papel Chamex A4 75g Caixa com 10 Pacotes 500 folhas;4063540231;2;M
988510;4014;17/01/2023;16/01/2023;23/01/2023;23/01/2023;100,28;Fechada e Perdida;NV - 0031397;Uso e consumo;Caixa Off;INFORMÁTICA E ACESSÓRIOS;Cliente - Desistência da compra;Catálogo;SAP Ariba;Faturado;Cabo HDMI/HDMI 1,8 metros - Elgin;7440306;4;S
988320;5353;16/01/2023;16/01/2023;;20/01/2023;34432,9;Fechada e Perdida;NV - 0031375;Uso e consumo;Caixa Off;PAPELARIA;Cliente - Não informado / sem retorno;Cotação;;Boleto;"Lapis Preto Evolution Resina Redondo Sem Borracha Cartucho; Caneta Bic Cristal Azul CX 50 UN; Conjunto Com 3 Cadernos A5 Com Capa Dura Preto e Azul - Office Basics";;3000;P
987924;5354;13/01/2023;16/01/2023;;24/01/2023;2100;Fechada e Perdida;NV - 0031362;Uso e consumo;Caixa Off;ELETRODOMESTICOS;Cliente - Estoque - falta de produto;Cotação;;Boleto;Micro-ondas Electrolux MEO44 34L Branco - 110v;;2;T
987862;5355;13/01/2023;16/01/2023;;20/01/2023;62000;Fechada e Perdida;NV - 0031349;Uso e consumo;Caixa Off;INFORMÁTICA E ACESSÓRIOS;Cliente - Não informado / sem retorno;Cotação;;Boleto;"Combo Teclado ABNT2 + Mouse com 1200 DPI Sem Fio OTCW-01 - MOVITEC; Notebook Dell Inspiron I15-i1100-A40P Intel Core i5 8GB 256GB SSD W11 15.6"" Preto.";;41;P
987453;4014;12/01/2023;16/01/2023;23/01/2023;23/01/2023;1013,69;Fechada e Perdida;NV - 0031401;Uso e consumo;Caixa Off;INFORMÁTICA E ACESSÓRIOS;Cliente - Desistência da compra;Catálogo;SAP Ariba;Faturado;Impressora Epson Ecotank L121;4447338673;1;S
987431;5356;12/01/2023;16/01/2023;;20/01/2023;5100;Fechada e Perdida;NV - 0031307;Uso e consumo;Caixa Off;ELETRONICOS (TVs);Cliente - Não informado / sem retorno;Cotação;;Boleto;Smart TV 43'' TCL LED Full HD 43S615 Android HDR Wi-Fi e Bluetooth Integrados Google Assistant;;3;P
988422;4815;16/01/2023;16/01/2023;;01/02/2023;46397,67;Fechada e Perdida;NV - 0031396;Revenda;Caixa Off;TELEFONIA;Cliente - Preço;Cotação;;Boleto;iPhone 12 Apple 64GB iOS 5G Wi-Fi Tela 6.1'' Câmera 12MP - Preto;;11;C
987190;5313;11/01/2023;16/01/2023;;20/01/2023;5176,8;Fechada e Perdida;NV - 0031287;Uso e consumo;Caixa Off;TELEFONIA;Cliente - Não informado / sem retorno;Cotação;;Faturado;iPhone XR Apple (128GB) Preto Tela 6,1 4G Câmera Traseira 12MP iOS;;1;P
987188;233;11/01/2023;16/01/2023;;20/01/2023;18884,75;Fechada e Perdida;NV - 0031285;Uso e consumo;Caixa Off;INFORMÁTICA E ACESSÓRIOS;Cliente - Não informado / sem retorno;Cotação;;Faturado;"Notebook Ideapad Gaming 3i Intel Core i5-10300H 8GB (Geforce GTX 1650; Notebook Gamer Acer Nitro 5 AMD Ryzen 7-5800H 8GB (RTX 3050 4 GB) 512G...";;4;P
988330;5357;16/01/2023;16/01/2023;;01/02/2023;5000;Fechada e Perdida;NV - 0031379;Uso e consumo;Caixa Off;;Cliente - Não informado / sem retorno;Cotação;;Faturado;Smartphone Motorola Moto G22 128GB 4G Wi-Fi Tela 6.5'' Dual Chip 4GB RAM Câmera Quádrupla + Selfie 16MP - Azul;;5;L
988513;4014;17/01/2023;16/01/2023;23/01/2023;23/01/2023;387,98;Fechada e Perdida;NV - 0031399;Uso e consumo;Caixa Off;ELETROPORTÁTEIS;Cliente - Desistência da compra;Catálogo;SAP Ariba;Faturado;Bebedouro Aqua Bbe01pf Bivolt;;;S
988327;357;16/01/2023;16/01/2023;;20/01/2023;21839,77;Fechada e Perdida;NV - 0031377;Uso e consumo;Caixa Off;ELETRONICOS (TVs);Cliente - Não informado / sem retorno;Cotação;;Faturado;"Smart TV Philco 43"" Full HD 4K PTV43G70R2CSGBL HDR10 Dolby LED; Smart TV LED 32"" HD Samsung T4300 com HDR Sistema Operacional Tizen...; Suporte Fixo para TV de 14"" a 56"" STPF400 - Preto.";;20;P
988247;4113;16/01/2023;16/01/2023;16/01/2023;16/01/2023;7180;Fechada e Ganha;NV - 0031369;Uso e consumo;Caixa Off;PAPELARIA;;Cotação;;Faturado;Papel Chamex A4 75g Caixa com 10 Pacote 500 folhas;;40;C
988366;4416;16/01/2023;16/01/2023;;23/01/2023;208728;Fechada e Perdida;NV - 0031384;Uso e consumo;Caixa Off;TELEFONIA;B2W - Estoque (Falta de produto);Cotação;;Boleto;80 galaxy A33;;;F
988527;5358;17/01/2023;16/01/2023;30/01/2023;14/02/2023;555140,6;Fechada e Perdida;NV - 0031407;Uso e consumo;Caixa Off;ELETRONICOS (TVs);Cliente - Preço;Cotação;;Faturado;"210 Smart TVs (43"", 50"" e 55"")";;210;F
988298;5359;16/01/2023;16/01/2023;;01/02/2023;2000;Fechada e Perdida;NV - 0031372;Uso e consumo;Caixa Off;ELETRODOMESTICOS;Cliente - Não informado / sem retorno;Cotação;;Boleto;Geladeira/Refrigerador Electrolux DC35A Branca 260L Cycle Defrost - 110v;;;L
989108;;19/01/2023;16/01/2023;19/01/2023;20/01/2023;795;Fechada e Ganha;NV - 0031504;Uso e consumo;Caixa Off;PAPELARIA;;Cotação;;Faturado;Papel Chamex A4 75g Caixa com 10 Pacotes 500 folhas;4063540231;5;M
987770;5360;13/01/2023;16/01/2023;;20/01/2023;12714,84;Fechada e Perdida;NV - 0031343;Uso e consumo;Caixa Off;INFORMÁTICA E ACESSÓRIOS;Cliente - Não informado / sem retorno;Cotação;;Boleto;"Monitor Samsung 24"" LED Curvo Wide Full HD HDMI VESA Ajuste de Ângulo; Wireless Combo MK270 - Logitech; Dock Station Elgato Thunderbolt 3 Pro Dock - 10dac4101; Webcam HD Logitech C505 com Microfone...";;18;P
988319;5361;16/01/2023;16/01/2023;;01/02/2023;1434,86;Fechada e Perdida;NV - 0031374;Uso e consumo;Caixa Off;ELETRODOMESTICOS;Cliente - Não informado / sem retorno;Cotação;;Faturado;Conjunto de 6 Xicaras de Café com Pires Peniche Verde 118 Ml Porto Bra...;;3;L
988609;3824;18/01/2023;17/01/2023;18/01/2023;18/01/2023;384,78;Fechada e Ganha;NV - 0031438;Uso e consumo;Caixa Off;UTILIDADES DOMESTICAS;;Catálogo;Nimbi;Faturado;Saco Para Lixo Vermelho 200 Litros - Econômico - Pacote Com 100 Unidad...;;;S
988554;5362;17/01/2023;17/01/2023;;23/01/2023;22000;Fechada e Perdida;NV - 0031410;Uso e consumo;Caixa Off;ELETRODOMESTICOS;B2W - Televendas;;;Boleto;Lava e Seca Samsung 11Kg WD11M4473PX Inox - 220v;;7;T
988264;991;16/01/2023;17/01/2023;;20/01/2023;10999;Fechada e Perdida;NV - 0031371;Uso e consumo;Caixa Off;TABLETS;Cliente - Não informado / sem retorno;Cotação;;Faturado;"MacBook Air 13"" M1 (8GB 512GB) Dourado";;1;P
988705;4725;18/01/2023;17/01/2023;18/01/2023;18/01/2023;16155;Fechada e Ganha;NV - 0031455;Uso e consumo;Caixa Off;PAPELARIA;;Cotação;;Faturado;Papel Chamex A4 75g Caixa com 10 Pacotes 500 folhas;4063540231;90;M
